id,result
161,[]
163,"[('外观', '漂亮'), ('设计', '方便'), ('质感', '不怎么样'), ('机体', '质感')]"
163,"[('外观', '方便'), ('手感', '漂亮'), ('功能', '有用'), ('使用', '习惯'), ('功能', '强大')]"
163,[]
163,"[('机身', '银色'), ('质感', '质感')]"
163,"[('操作', '强悍'), ('失败率', '高')]"
163,"[('设计', '高清'), ('功能', '复杂'), ('机身', '贵')]"
163,"[('像素', '高')]"
163,"[('机身', '轻便')]"
163,"[('追焦', '强悍')]"
163,"[('操作', '方便')]"
163,"[('续航', '短'), ('携带', '方便'), ('体积', '大'), ('功能', '很好'), ('机身', '小巧')]"
163,"[('功能', '费劲'), ('机身', '弱')]"
163,"[('风格', '喜欢')]"
163,"[('追焦', '快'), ('像素', '高')]"
163,"[('像素', '低')]"
163,"[('机身', '轻便'), ('像素', '质感'), ('续航', '不给力')]"
163,"[('强度', '高'), ('强度', '更好'), ('便携性', '轻便'), ('操作', '方便'), ('手感', '舒服'), ('功能', '少')]"
163,"[('材质', '轻'), ('追焦', '灵敏'), ('防抖', '不错')]"
163,"[('握持', '很棒')]"
163,[]
164,"[('使用', '很棒'), ('使用', '干净'), ('质感', '质感'), ('手感', '很好')]"
164,"[('做工', '扎实'), ('工艺', '给力'), ('蒙皮', '优秀'), ('质感', '质感'), ('能力', '满意'), ('做工', '很强'), ('体积', '大'), ('机身', '容易'), ('握持', '较好'), ('使用体验', '很好'), ('蒙皮', '高'), ('操作', '喜欢')]"
164,"[('外观', '骚气')]"
164,"[('设计', '赞')]"
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
164,[]
165,"[('能力', '差')]"
165,[]
165,"[('手感', '好'), ('双卡', '完美')]"
165,[]
165,[]
165,[]
165,"[('使用', '不够'), ('功能', '全面')]"
165,"[('机身', '重'), ('功能', '全面'), ('功能', '方便'), ('续航', '给力'), ('操作', '多')]"
165,[]
165,"[('追焦', '不错')]"
165,"[('功能', '高'), ('使用', '一般')]"
165,[]
165,"[('外观', '硬朗')]"
165,[]
165,[]
165,[]
165,"[('手感', '好')]"
165,"[('机身', '浓'), ('强度', '不够')]"
165,[]
165,[]
166,[]
166,[]
166,[]
166,[]
167,"[('重量', '合理'), ('重量', '轻便'), ('功能', '齐全'), ('使用', '方便'), ('重量', '轻')]"
167,"[('做工', '不错')]"
167,[]
167,[]
167,"[('手感', '质感'), ('质感', '不错')]"
167,[]
167,"[('操控性', '很棒')]"
167,"[('便携性', '佳')]"
167,"[('做工', '精致'), ('功能', '完善')]"
167,[]
167,[]
167,"[('外观', '不错'), ('像素', '高')]"
167,"[('体积', '方便'), ('携带', '小巧')]"
167,[]
167,[]
167,"[('功能', '喜欢')]"
167,[]
167,[]
167,[]
167,[]
168,"[('机身', '小')]"
168,"[('操作', '方便')]"
168,"[('机身', '小巧'), ('追焦', '令人满意')]"
168,[]
168,"[('功能', '强大'), ('手柄', '不行'), ('使用', '不行'), ('使用', '发热')]"
168,[]
168,"[('设计', '先进'), ('机身', '不够')]"
168,"[('按键', '不合理')]"
168,"[('体积', '小巧'), ('手感', '一般'), ('体积', '大')]"
168,[]
168,[]
168,[]
168,"[('防抖', '蛋痛')]"
168,[]
168,[]
168,[]
168,"[('手感', '不太好')]"
168,"[('机身', '小巧')]"
168,"[('像素', '高')]"
168,[]
169,"[('设计', '中规中矩'), ('做工', '不是很好'), ('用料', '精致'), ('质感', '质感'), ('设计', '靓丽'), ('声音', '柔和')]"
169,[]
169,"[('声音', '清脆'), ('像素', '偏高'), ('机身', '舒服'), ('握持', '极佳'), ('设计', '出色'), ('握持', '舒服')]"
169,"[('使用', '多'), ('设计', '超好'), ('使用', '奇怪'), ('使用', '高清'), ('手感', '挺好'), ('机身', '太重'), ('设计', '更好'), ('功能', '强大'), ('使用', '吃力'), ('功能', '良好')]"
169,[]
169,"[('像素', '吃力')]"
169,[]
169,"[('像素', '大')]"
169,"[('像素', '太高')]"
169,"[('像素', '更好')]"
169,[]
169,[]
169,[]
169,[]
169,"[('像素', '安静')]"
169,[]
169,"[('像素', '一般'), ('像素', '很差')]"
169,"[('设计', '好')]"
169,"[('追焦', '强悍')]"
169,[]
170,"[('续航', '不够'), ('体积', '没得说')]"
170,"[('使用', '便捷'), ('像素', '高'), ('使用', '利索'), ('可玩性', '高')]"
170,"[('外观', '好'), ('续航', '太渣')]"
170,"[('像素', '便宜'), ('防抖', '牛'), ('防尘', '小巧')]"
170,[]
170,[]
170,[]
171,[]
171,"[('功能', '高级'), ('像素', '低')]"
171,[]
171,"[('功能', '很好')]"
171,"[('机身', '发热')]"
171,[]
171,"[('像素', '太低'), ('像素', '低')]"
171,"[('机身', '小'), ('机身', '重要')]"
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
171,[]
172,"[('功能', '快速'), ('体积', '小'), ('操作', '方便')]"
172,"[('夜拍', '纯净'), ('体积', '小'), ('手感', '更好')]"
172,"[('功能', '强大'), ('手感', '轻盈'), ('操作', '简单')]"
172,"[('外观', '时尚'), ('设计', '喜欢'), ('能力', '强大')]"
172,"[('能力', '很好'), ('手感', '舒适'), ('机身', '小巧'), ('操作', '方便')]"
172,"[('握持', '好'), ('体积', '小巧'), ('体积', '小')]"
172,"[('功能', '更好'), ('体积', '小巧'), ('操作', '简单')]"
172,"[('能力', '不足'), ('防抖', '不足'), ('外观', '简约'), ('操作', '简单'), ('感光', '偏暗'), ('携带', '非常适合'), ('像素', '高')]"
172,"[('设计', '紧凑')]"
172,"[('外观', '小巧'), ('携带', '时尚')]"
172,[]
172,"[('机身', '小巧'), ('操作', '方便')]"
172,"[('外观', '时尚'), ('功能', '便捷')]"
172,[]
172,"[('功能', '完美'), ('设计', '强大')]"
172,"[('机身', '单薄'), ('像素', '便携'), ('能力', '不足')]"
172,"[('功能', '方便'), ('像素', '容易')]"
172,[]
172,"[('机身', '差')]"
172,"[('结构', '小巧'), ('像素', '快速'), ('像素', '细腻')]"
173,[]
173,"[('握持', '不足')]"
173,"[('手柄', '更好')]"
173,[]
173,"[('做工', '好'), ('操作', '快捷')]"
173,"[('机身', '多')]"
173,[]
173,"[('握持', '好'), ('握持', '滑')]"
173,"[('手感', '一般'), ('设计', '更好')]"
173,"[('握持', '完美')]"
173,[]
173,"[('握持', '累')]"
173,[]
173,[]
173,[]
173,[]
173,[]
173,[]
173,[]
173,[]
174,[]
174,[]
174,[]
175,"[('手柄', '不够'), ('机身', '小巧'), ('携带', '方便'), ('像素', '高')]"
175,[]
175,[]
175,"[('握感', '不足')]"
175,"[('功能', '简单')]"
175,[]
175,"[('握持', '好')]"
175,"[('机身', '更好')]"
175,[]
175,"[('功能', '不错')]"
175,[]
175,[]
175,[]
175,[]
175,[]
175,[]
175,[]
175,[]
175,[]
175,[]
176,[]
176,"[('操作', '不便')]"
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
176,[]
177,"[('像素', '清晰')]"
177,"[('外观', '出色')]"
177,"[('像素', '较高'), ('操作', '便捷')]"
177,"[('设计', '轻便'), ('体积', '小巧'), ('设计', '好'), ('机身', '小巧'), ('像素', '清晰')]"
177,[]
177,[]
177,"[('机身', '小巧'), ('外观', '漂亮')]"
177,"[('像素', '厚道')]"
177,"[('外观', '小巧'), ('使用', '习惯'), ('像素', '银色')]"
177,"[('外观', '出彩'), ('机身', '小巧'), ('操作', '简便')]"
177,"[('外观', '时尚')]"
177,"[('机身', '银色'), ('体积', '小'), ('使用', '方便'), ('能力', '不足')]"
177,"[('能力', '不足'), ('功能', '便携'), ('使用', '方便'), ('外观', '出彩'), ('操作', '简单'), ('操作', '简便')]"
177,"[('外观', '轻巧'), ('体积', '小巧'), ('便携性', '重要')]"
177,"[('能力', '不错'), ('功能', '全面'), ('携带', '小巧'), ('机身', '小巧'), ('像素', '高')]"
177,"[('能力', '少')]"
177,[]
177,"[('操作', '简便')]"
177,[]
177,"[('使用', '快'), ('手感', '不错'), ('续航', '还算可以')]"
178,"[('做工', '好'), ('操作', '亮骚'), ('设计', '清晰')]"
178,"[('操作性', '便利'), ('设计', '很棒'), ('像素', '中意')]"
178,"[('像素', '太高'), ('携带', '简单')]"
178,"[('便携性', '好'), ('像素', '离谱'), ('操作性', '好')]"
178,"[('做工', '不错'), ('能力', '高')]"
178,"[('设计', '一般')]"
178,"[('像素', '偏低'), ('设计', '好')]"
178,"[('像素', '不高')]"
178,"[('功能', '强大'), ('质感', '质感')]"
178,"[('携带', '轻便')]"
178,[]
178,[]
178,"[('手感', '不好'), ('手感', '好')]"
178,[]
178,[]
178,[]
178,"[('功能', '一般')]"
178,"[('外观', '漂亮')]"
178,"[('体积', '小'), ('手感', '好'), ('做工', '一流'), ('携带', '轻便')]"
178,[]
179,[]
179,[]
179,[]
179,[]
179,[]
179,[]
179,[]
180,"[('设计', '不够')]"
180,[]
180,[]
180,[]
180,[]
180,[]
180,[]
180,[]
180,"[('设计', '合理'), ('按键', '方便')]"
181,"[('成功率', '低'), ('成功率', '轻便'), ('握持', '极差'), ('追焦', '不好'), ('按键', '不错'), ('机身', '麻烦'), ('操作', '喜欢')]"
181,"[('功能', '喜欢'), ('手柄', '好'), ('机身', '小巧'), ('手柄', '轻便')]"
182,"[('可玩性', '太差')]"
182,"[('外观', '拉风'), ('做工', '好')]"
182,[]
182,"[('外观', '大气'), ('机身', '沉')]"
182,"[('功能', '强大')]"
182,"[('做工', '精致')]"
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
182,[]
183,[]
183,"[('做工', '很好'), ('能力', '强')]"
183,"[('片率', '一般'), ('按键', '习惯')]"
183,"[('续航', '更好'), ('做工', '好')]"
183,"[('设计', '一流'), ('机身', '一流')]"
183,[]
183,[]
183,[]
183,[]
183,"[('机身', '小巧'), ('声音', '快捷')]"
183,"[('手柄', '厚道')]"
183,"[('厚度', '不够')]"
183,"[('机身', '坚固'), ('使用', '厚道')]"
183,"[('像素', '高')]"
183,"[('做工', '没得说')]"
183,"[('外观', '好')]"
183,"[('像素', '好')]"
183,"[('设计', '超高')]"
183,[]
183,"[('手感', '好')]"
184,"[('外观', '好看'), ('使用', '方便'), ('设计', '简洁')]"
185,"[('按键', '少')]"
185,"[('携带', '轻便'), ('外观', '漂亮')]"
185,"[('机身', '小')]"
185,"[('设计', '简单')]"
185,"[('操作', '容易')]"
185,"[('做工', '一般')]"
185,[]
185,[]
185,[]
185,[]
185,[]
185,[]
185,[]
185,[]
185,"[('追焦', '不足'), ('追焦', '差')]"
185,"[('手感', '满意')]"
185,[]
185,[]
185,"[('机身', '时尚'), ('机身', '质感')]"
185,[]
186,[]
186,[]
186,[]
186,[]
187,[]
187,[]
187,[]
187,[]
187,[]
187,"[('机身', '重'), ('能力', '太差'), ('机身', '扎实')]"
187,[]
187,[]
187,[]
187,[]
187,[]
187,[]
187,"[('手感', '好')]"
187,[]
188,[]
189,"[('外观', '不错'), ('重量', '合适')]"
189,[]
189,[]
189,[]
189,[]
190,[]
190,[]
190,[]
191,"[('可玩性', '高')]"
191,"[('操作', '简单'), ('清晰度', '不错')]"
191,[]
191,[]
193,"[('能力', '强劲'), ('持握', '很好'), ('做工', '精致')]"
193,"[('手感', '欠缺'), ('像素', '太高')]"
193,"[('使用', '方便')]"
193,"[('设计', '轻便'), ('机身', '好'), ('手柄', '很好'), ('手感', '坚固耐用'), ('使用', '轻便'), ('设计', '舒服')]"
193,[]
193,"[('声音', '清脆'), ('手感', '不错')]"
193,[]
193,[]
193,[]
193,"[('操作', '很快')]"
193,[]
193,"[('像素', '一般'), ('设计', '合理'), ('声音', '小'), ('操作', '方便')]"
193,"[('做工', '一般'), ('像素', '适中')]"
193,[]
193,"[('机身', '小'), ('机身', '强劲')]"
193,[]
193,"[('手柄', '松动'), ('功能', '不错')]"
193,[]
193,"[('操作', '流畅'), ('按键', '合理')]"
193,"[('设计', '轻便'), ('机身', '好'), ('手柄', '很好'), ('手感', '坚固耐用'), ('使用', '一般'), ('使用', '轻便'), ('设计', '舒服')]"
194,[]
194,[]
194,[]
194,[]
195,"[('清晰度', '还行'), ('防抖', '强大'), ('握感', '很差'), ('做工', '精细')]"
195,"[('体积', '小')]"
195,"[('操作', '太小')]"
195,"[('操控性', '多样')]"
195,"[('机身', '不错'), ('按键', '合理')]"
195,"[('像素', '低')]"
195,"[('外观', '漂亮')]"
195,"[('功能', '全面')]"
195,"[('像素', '低')]"
195,"[('感光', '大')]"
195,"[('操作', '方便'), ('设计', '更好')]"
195,[]
195,"[('做工', '不错')]"
195,"[('体积', '小巧')]"
195,[]
195,[]
195,"[('操作', '习惯')]"
195,[]
195,"[('像素', '偏低'), ('续航力', '很强')]"
195,"[('重量', '便携'), ('手感', '不错')]"
196,"[('使用', '多')]"
196,[]
196,"[('手感', '很棒')]"
196,"[('功能', '强大'), ('续航', '差'), ('操作', '方便')]"
196,[]
196,"[('操作', '繁琐'), ('手感', '一般')]"
196,"[('功能', '方便'), ('功能', '全面'), ('手感', '不错'), ('重量', '适中')]"
196,"[('使用', '短'), ('做工', '很好'), ('外观', '无可挑剔')]"
196,[]
196,[]
196,[]
196,"[('做工', '一般'), ('手感', '一般')]"
196,"[('握感', '舒适'), ('外观', '硬朗'), ('像素', '高')]"
196,"[('手感', '良好'), ('追焦', '精准')]"
196,[]
196,[]
196,[]
196,[]
196,[]
196,"[('手柄', '太小')]"
197,"[('设计', '重要'), ('外观', '漂亮')]"
197,"[('做工', '出色')]"
197,"[('外观', '清晰'), ('质感', '质感'), ('手感', '不错'), ('声音', '喜欢')]"
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
197,[]
198,"[('操作', '快'), ('像素', '方便')]"
198,"[('功能', '齐全'), ('手感', '好'), ('设计', '时尚')]"
198,[]
198,"[('手感', '不错'), ('机身', '更好'), ('机身', '好')]"
198,"[('操作', '简单')]"
198,"[('操作', '简单'), ('手感', '不错'), ('携带', '轻便')]"
198,"[('便携性', '高'), ('机身', '稍差'), ('使用', '方便')]"
198,"[('携带', '方便快捷'), ('携带', '便捷'), ('操作', '方便')]"
198,"[('功能', '不错'), ('机身', '耐用'), ('机身', '轻便'), ('外观', '精致'), ('手感', '好'), ('手感', '不错'), ('握持', '舒服')]"
198,"[('像素', '方便'), ('携带', '方便')]"
198,"[('功能', '先进'), ('机身', '轻盈')]"
198,[]
198,"[('机身', '稍差')]"
198,"[('防抖', '清晰'), ('像素', '优秀'), ('设计', '不合理'), ('续航', '给力'), ('像素', '清晰')]"
198,"[('像素', '精细')]"
198,"[('机身', '轻盈')]"
198,"[('手感', '更好'), ('操作', '更好'), ('像素', '清晰')]"
198,[]
198,[]
198,"[('外观', '漂亮'), ('像素', '高')]"
199,"[('追焦', '很慢')]"
199,"[('机身', '发热'), ('手感', '不错'), ('操作', '方便')]"
199,[]
199,"[('能力', '欠佳'), ('续航', '较差'), ('功能', '有用')]"
199,"[('操作', '顺手')]"
199,"[('操作', '简单'), ('按键', '准确'), ('功能', '不错'), ('手感', '不错')]"
199,"[('追焦', '精准')]"
199,"[('按键', '快捷'), ('手感', '棒'), ('像素', '高')]"
199,"[('手感', '很好'), ('做工', '不错')]"
199,[]
199,"[('追焦', '不堪'), ('声音', '安静')]"
199,[]
199,"[('强度', '好')]"
199,[]
199,[]
199,"[('感光', '较准')]"
199,[]
199,"[('操作', '方便')]"
199,[]
199,"[('手感', '较好'), ('像素', '便利'), ('操作', '方便'), ('重量', '适中'), ('做工', '还行')]"
200,"[('防抖', '高级')]"
200,"[('能力', '超强')]"
200,"[('携带', '方便')]"
200,[]
200,"[('能力', '不行')]"
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
200,[]
201,"[('能力', '不错')]"
201,"[('功能', '比较差'), ('质感', '质感')]"
201,"[('成功率', '不好'), ('外壳', '喜欢'), ('质感', '质感')]"
201,"[('操作', '顺手'), ('做工', '厚道')]"
201,"[('功能', '多'), ('质感', '质感'), ('设计', '友好'), ('能力', '不足')]"
201,"[('手感', '欠佳'), ('携带', '小巧')]"
201,[]
201,"[('做工', '还好')]"
201,"[('防抖性', '优秀')]"
201,"[('质感', '质感')]"
201,"[('功能', '强悍'), ('操作', '方便')]"
201,"[('手感', '更好'), ('机身', '大')]"
201,"[('做工', '精致')]"
201,"[('做工', '细致'), ('使用', '非常适合')]"
201,"[('手感', '不错')]"
201,"[('外观', '精美')]"
201,[]
201,"[('质感', '质感'), ('做工', '精致')]"
201,[]
201,"[('机身', '轻'), ('机身', '小')]"
202,"[('外观', '精致')]"
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
202,[]
203,"[('按键', '快捷'), ('机身', '轻便'), ('感光', '方便')]"
203,[]
203,"[('精度', '准确'), ('机身', '小巧'), ('使用', '方便')]"
203,"[('操作', '简单')]"
203,"[('做工', '不错')]"
203,"[('追踪', '小')]"
203,[]
203,"[('功能', '单一'), ('设计', '太差')]"
203,"[('像素', '挺好')]"
203,"[('清晰度', '差')]"
203,[]
203,[]
203,"[('操作', '简单'), ('按键', '少')]"
203,[]
203,[]
203,[]
203,[]
203,[]
203,[]
203,[]
204,"[('携带', '方便')]"
204,"[('操作', '好'), ('按键', '一般'), ('机身', '小巧'), ('质感', '质感')]"
204,[]
204,[]
204,[]
204,"[('手感', '舒适'), ('重量', '非常适合')]"
204,"[('操作', '简单'), ('机身', '大')]"
204,[]
204,"[('手柄', '太小')]"
204,"[('操作', '方便')]"
204,"[('手感', '不错')]"
204,[]
204,"[('手感', '合适'), ('续航', '一般')]"
204,[]
204,"[('外观', '漂亮')]"
204,"[('手感', '不好'), ('续航', '差')]"
204,[]
204,[]
204,"[('操作', '简单')]"
204,"[('机身', '方便')]"
205,"[('按键', '少'), ('便携性', '不够'), ('使用', '简单'), ('按键', '习惯'), ('机身', '大'), ('机身', '小'), ('操作', '顺畅'), ('追焦', '快'), ('体积', '还好'), ('功能', '重要'), ('做工', '比较差'), ('机身', '小巧')]"
205,[]
205,[]
205,[]
205,[]
206,[]
206,[]
206,[]
206,[]
206,[]
206,[]
206,[]
206,[]
206,[]
207,"[('外观', '方便')]"
207,"[('像素', '完美'), ('防抖', '佳'), ('清晰度', '高'), ('防抖', '好')]"
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
207,[]
208,[]
208,"[('机身', '发热'), ('机身', '小')]"
208,"[('清晰度', '较高')]"
208,"[('机身', '不够'), ('外观', '亮骚')]"
208,[]
208,"[('手感', '欠佳'), ('设计', '不错'), ('可玩性', '太高'), ('重量', '好')]"
208,[]
208,[]
208,"[('体积', '便携'), ('机身', '小'), ('防尘', '丰富')]"
208,"[('功能', '便捷')]"
208,[]
208,"[('做工', '质感')]"
208,"[('操作性', '较差')]"
208,[]
208,[]
208,[]
208,[]
208,[]
208,[]
208,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
209,[]
210,"[('功能', '多'), ('携带', '方便'), ('按键', '一般'), ('功能', '很赞'), ('像素', '高')]"
210,[]
210,"[('携带', '好'), ('操作', '方便'), ('外观', '漂亮')]"
210,"[('清晰度', '太差')]"
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
210,[]
211,[]
211,[]
212,"[('操作', '繁琐'), ('风格', '明亮'), ('机身', '不错'), ('质感', '质感'), ('能力', '方便'), ('使用', '大'), ('操作', '方便'), ('使用', '棒'), ('功能', '强大'), ('重量', '多'), ('功能', '方便'), ('使用', '非常适合')]"
212,[]
213,"[('机身', '单薄'), ('操作', '给力'), ('外观', '不错'), ('重量', '合适')]"
213,[]
213,[]
213,"[('手感', '结实')]"
213,[]
213,[]
213,"[('清晰度', '高'), ('重量', '适中'), ('做工', '精良')]"
213,[]
213,"[('续航', '差'), ('操作', '犀利')]"
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
213,[]
214,"[('外观', '漂亮'), ('操作', '便利'), ('分量', '合理'), ('做工', '精良'), ('手感', '好')]"
214,"[('做工', '好')]"
214,[]
214,[]
214,"[('握持', '不好'), ('做工', '扎实')]"
214,"[('手感', '棒'), ('按键', '舒服')]"
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
214,[]
216,"[('续航', '满意')]"
216,[]
216,"[('外观', '小巧')]"
216,[]
216,[]
216,[]
216,[]
217,[]
217,"[('便携性', '快')]"
217,[]
217,[]
217,[]
217,[]
217,[]
218,[]
218,[]
218,[]
218,[]
218,[]
220,[]
220,[]
220,"[('声音', '大'), ('使用', '方便')]"
220,"[('手感', '好'), ('操作', '方便')]"
220,"[('操作', '习惯'), ('能力', '比较满意'), ('使用', '方便'), ('机身', '沉'), ('使用', '快速'), ('操作', '喜欢')]"
220,"[('功能', '无敌'), ('风格', '无敌')]"
220,"[('按键', '很好'), ('机身', '一般'), ('操作', '便利'), ('使用', '大'), ('像素', '准确')]"
220,"[('机身', '不够')]"
220,"[('机身', '扎实')]"
220,[]
220,"[('功能', '多'), ('按键', '好用')]"
220,"[('像素', '高')]"
220,[]
220,"[('手感', '很好'), ('手感', '不错'), ('操作', '简单'), ('操作', '方便')]"
220,[]
220,"[('防尘', '耐用'), ('追焦', '喜欢'), ('做工', '非常不错')]"
220,[]
220,[]
220,"[('手感', '好'), ('精度', '高'), ('握持', '舒服')]"
220,[]
222,"[('操作', '好'), ('像素', '高')]"
222,"[('体积', '大'), ('像素', '高')]"
222,"[('设计', '不方便')]"
222,"[('质感', '质感')]"
222,"[('机身', '轻便'), ('能力', '强'), ('操作', '合理')]"
222,"[('手感', '不好')]"
222,[]
222,[]
222,"[('设计', '落后')]"
222,"[('操作', '简单'), ('按键', '方便'), ('操作', '方便'), ('像素', '满意')]"
222,[]
222,[]
222,[]
222,[]
222,"[('手感', '好')]"
222,"[('手感', '不错')]"
222,[]
222,"[('操作', '方便'), ('能力', '强'), ('像素', '高')]"
222,"[('机身', '小'), ('按键', '生硬')]"
222,"[('手感', '好'), ('设计', '合理')]"
223,"[('设计', '中规中矩'), ('做工', '不是很好'), ('用料', '精致'), ('质感', '质感'), ('设计', '靓丽'), ('声音', '柔和')]"
223,[]
223,"[('声音', '清脆'), ('像素', '偏高'), ('机身', '舒服'), ('握持', '极佳'), ('设计', '出色'), ('握持', '舒服')]"
223,"[('使用', '多'), ('设计', '超好'), ('使用', '奇怪'), ('使用', '高清'), ('手感', '挺好'), ('机身', '太重'), ('设计', '更好'), ('功能', '强大'), ('使用', '吃力'), ('功能', '良好')]"
223,[]
223,"[('像素', '吃力')]"
223,[]
223,"[('像素', '大')]"
223,"[('像素', '太高')]"
223,"[('像素', '更好')]"
223,[]
223,[]
223,[]
223,[]
223,"[('像素', '安静')]"
223,[]
223,"[('像素', '一般'), ('像素', '很差')]"
223,"[('设计', '好')]"
223,"[('追焦', '强悍')]"
223,[]
224,[]
224,"[('握持', '不足')]"
224,"[('手柄', '更好')]"
224,[]
224,"[('做工', '好'), ('操作', '快捷')]"
224,"[('机身', '多')]"
224,[]
224,"[('握持', '好'), ('握持', '滑')]"
224,"[('手感', '一般'), ('设计', '更好')]"
224,"[('握持', '完美')]"
224,[]
224,"[('握持', '累')]"
224,[]
224,[]
224,[]
224,[]
224,[]
224,[]
224,[]
224,[]
227,"[('续航', '少'), ('三防', '出色'), ('做工', '优良'), ('机身', '小巧'), ('三防', '高清')]"
227,[]
227,[]
227,[]
227,"[('能力', '强')]"
227,"[('操作', '方便')]"
227,[]
227,[]
227,[]
227,[]
227,[]
227,[]
227,[]
227,[]
227,[]
227,[]
228,"[('外观', '小巧')]"
228,[]
228,[]
229,"[('按键', '少'), ('机身', '大')]"
229,"[('手感', '好'), ('手柄', '舒服')]"
229,[]
229,"[('做工', '挺好'), ('质感', '质感')]"
229,"[('操作', '不方便')]"
229,"[('机身', '方便')]"
229,"[('功能', '方便')]"
229,[]
229,[]
229,"[('功能', '方便')]"
229,[]
229,[]
229,"[('机身', '银色')]"
229,"[('外观', '时尚'), ('像素', '不行')]"
229,[]
229,[]
229,[]
229,[]
229,[]
229,[]
230,[]
230,"[('做工', '不错'), ('操作', '友好')]"
230,[]
230,[]
230,[]
230,[]
230,[]
230,[]
230,[]
230,[]
231,[]
231,"[('使用', '多')]"
231,[]
231,[]
231,[]
231,"[('机身', '不合理'), ('功能', '垃圾'), ('设计', '不好'), ('像素', '多')]"
231,"[('用料', '扎实'), ('操作', '方便')]"
231,[]
231,[]
231,[]
231,"[('操作', '挺好')]"
231,[]
231,[]
231,[]
231,"[('做工', '精良')]"
231,"[('设计', '很好'), ('手柄', '小'), ('设计', '更好')]"
231,"[('手感', '好'), ('像素', '低'), ('操控性', '一流')]"
231,"[('手感', '欠佳'), ('手感', '很棒')]"
231,"[('手柄', '小')]"
231,"[('做工', '精良')]"
232,"[('做工', '很棒')]"
232,"[('防抖', '好用'), ('操作', '反感'), ('感光', '高'), ('做工', '优秀'), ('设计', '简洁')]"
232,"[('做工', '好'), ('操作', '便捷')]"
232,"[('使用', '顺手'), ('使用', '方便'), ('做工', '可靠'), ('能力', '快速')]"
232,"[('按键', '不够'), ('续航', '不够'), ('续航', '好'), ('机身', '结实'), ('精度', '高')]"
232,"[('手感', '极差'), ('机身', '好'), ('续航', '大'), ('机身', '喜欢'), ('外观', '合理'), ('握持', '优秀')]"
232,"[('手感', '不错')]"
232,"[('外观', '时尚'), ('外观', '难看')]"
232,[]
232,"[('防抖', '厚道'), ('手感', '不佳')]"
232,[]
232,"[('手感', '一流')]"
232,"[('做工', '好')]"
232,[]
232,"[('续航', '不好')]"
232,"[('防抖', '更佳'), ('按键', '多')]"
232,"[('操作', '简单')]"
232,[]
232,"[('手感', '一流')]"
232,[]
233,"[('防抖', '稳定'), ('像素', '太高')]"
233,"[('手感', '很好'), ('防抖', '不错')]"
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,[]
233,"[('像素', '高')]"
233,[]
233,[]
234,[]
234,"[('功能', '强大')]"
234,"[('机身', '薄')]"
234,[]
234,"[('机身', '小巧'), ('携带', '方便')]"
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
234,[]
235,"[('噪音', '小')]"
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
235,[]
236,[]
236,"[('手感', '好'), ('外观', '漂亮'), ('握持', '小')]"
236,"[('像素', '高')]"
236,"[('机震', '小')]"
236,"[('能力', '小'), ('持握', '舒适')]"
236,"[('手柄', '完美'), ('功能', '很好'), ('手感', '不错')]"
236,"[('能力', '超强'), ('夜拍', '很棒')]"
236,"[('操作', '一般'), ('重量', '适中'), ('手感', '舒适'), ('操作', '快捷')]"
236,"[('操作', '稳定')]"
